PN_order,method,degree,sigma_power,holdout_cut,a_known_min,a_known_max,n_train,n_hidden,status,error,n_eval,nrmse_Ebind,nrmse_chi,nrmse_S,bias_S,max_abs_residual_S,stability_score
2PN,Taylor,3,4.0,12.0,10.0,25.4179495899763,3260,792,success,,2000,0.002274303469559316,0.06719672257619025,0.06972678038521227,0.004063448913942864,0.011243509095070436,0.13919780643096183
2PN,Taylor,4,1.0,12.0,10.0,25.4179495899763,3260,792,success,,2000,4.3524763267332935e-05,0.028058765528585744,0.029205791907084222,-0.001639628700890281,0.005010237922645544,0.0573080821989373
2PN,Taylor,4,2.0,12.0,10.0,25.4179495899763,3260,792,success,,2000,3.7958463950830775e-05,0.023464140458943954,0.02440751613763483,-0.0013541513595011195,0.004245849048706063,0.04790961506052961
2PN,Taylor,4,3.0,12.0,10.0,25.4179495899763,3260,792,success,,2000,3.3116944490810505e-05,0.019629465031165447,0.020406467946567322,-0.0011192321678815719,0.003597957535227181,0.040069049922223585
2PN,Taylor,4,4.0,12.0,10.0,25.4179495899763,3260,792,success,,2000,2.8900907274984522e-05,0.0164252610610111,0.017065979211031812,-0.0009256057913844868,0.003048467405408317,0.0335201411793179
2PN,Taylor,2,1.0,13.0,10.0,25.4179495899763,2912,1140,success,,2000,0.06352769485326444,0.4542403352320686,0.47551710711360934,-0.04578128254331743,0.10850350601311476,0.9932851371989424
2PN,Taylor,2,2.0,13.0,10.0,25.4179495899763,2912,1140,success,,2000,0.057363207213462115,0.39539507317996087,0.4127586631758299,-0.03923618692917954,0.09585307384728203,0.8655169435692529
2PN,Taylor,2,3.0,13.0,10.0,25.4179495899763,2912,1140,success,,2000,0.05180999602620293,0.34424217679484315,0.35847505351892317,-0.03365279154634927,0.08465583562725776,0.7545272263399693
2PN,Taylor,2,4.0,13.0,10.0,25.4179495899763,2912,1140,success,,2000,0.04678618811799365,0.2995880664977604,0.31129806325866766,-0.028867796630540312,0.07470971934314186,0.6576723178744217
2PN,Taylor,3,1.0,13.0,10.0,25.4179495899763,2912,1140,success,,2000,0.0036632872802608287,0.12256896203833426,0.12296571874046446,0.01080652405272441,0.032222974254082715,0.24919796805905953
2PN,Taylor,3,2.0,13.0,10.0,25.4179495899763,2912,1140,success,,2000,0.0033009900885254168,0.107420377862698,0.10773962182334461,0.009361594495939497,0.028611295873623988,0.21846098977456802
2PN,Taylor,3,3.0,13.0,10.0,25.4179495899763,2912,1140,success,,2000,0.002975272704147848,0.0941674213969713,0.0944207539315344,0.00811443496916252,0.025398456531343427,0.19156344803265357
2PN,Taylor,3,4.0,13.0,10.0,25.4179495899763,2912,1140,success,,2000,0.002681880373692257,0.08255080448654223,0.08274837877565433,0.0070355819747335985,0.022537079729680443,0.16798106363588883
2PN,Taylor,4,1.0,13.0,10.0,25.4179495899763,2912,1140,success,,2000,4.936360496628065e-05,0.033968332421344415,0.034184052178992216,-0.002752760270250355,0.010081070187487384,0.06820174820530292
2PN,Taylor,4,2.0,13.0,10.0,25.4179495899763,2912,1140,success,,2000,4.488777660535397e-05,0.029874639643468315,0.03004458076538117,-0.0023967598539135606,0.008949410472794739,0.059964108185454834
2PN,Taylor,4,3.0,13.0,10.0,25.4179495899763,2912,1140,success,,2000,4.0824697825857694e-05,0.026278989640505332,0.026412187223120973,-0.002087765276613628,0.00794464038837539,0.05273200156145216
2PN,Taylor,4,4.0,13.0,10.0,25.4179495899763,2912,1140,success,,2000,3.713368093749884e-05,0.02311851313918345,0.023222237837403324,-0.0018192744094324205,0.007052117144036529,0.04637788465752427
2PN,Taylor,2,1.0,14.0,10.0,25.4179495899763,2590,1462,success,,2000,0.06025279535103519,0.43895440267512553,0.44737656113326,-0.05676142237304847,0.15098789497975496,0.9465837591594207
2PN,Taylor,2,2.0,14.0,10.0,25.4179495899763,2590,1462,success,,2000,0.05604213255400786,0.39661055025800673,0.4030763361038522,-0.0505924845363196,0.13779246911783716,0.8557290189158668
2PN,Taylor,2,3.0,14.0,10.0,25.4179495899763,2590,1462,success,,2000,0.05213108460123184,0.3583764614539086,0.3632789021842509,-0.045120604642432234,0.12573585736829962,0.7737864482393914
2PN,Taylor,2,4.0,14.0,10.0,25.4179495899763,2590,1462,success,,2000,0.048485099994924286,0.3237274863408648,0.3273814061807864,-0.04024679882323076,0.1146827166172475,0.6995939925165755
2PN,Taylor,3,1.0,14.0,10.0,25.4179495899763,2590,1462,success,,2000,0.0038598226536153673,0.1316723236048863,0.12737816852527223,0.014622445140820275,0.04934523498366161,0.2629103147837739
2PN,Taylor,3,2.0,14.0,10.0,25.4179495899763,2590,1462,success,,2000,0.0035828224972074686,0.11956061177093107,0.11565165512191593,0.013155514123626503,0.04524971176602399,0.23879508939005445
2PN,Taylor,3,3.0,14.0,10.0,25.4179495899763,2590,1462,success,,2000,0.0033261094370209245,0.10857587101767029,0.10501498971624913,0.011839851823846679,0.041487226345438444,0.21691697017094036
2PN,Taylor,3,4.0,14.0,10.0,25.4179495899763,2590,1462,success,,2000,0.0030878882362425485,0.0986003525516218,0.09535473437566466,0.010657985930274033,0.03802777382858302,0.19704297516352903
2PN,Taylor,4,1.0,14.0,10.0,25.4179495899763,2590,1462,success,,2000,5.5517822176652745e-05,0.04058149135363476,0.03947373341717458,-0.0041212985757275965,0.01728429862504477,0.08011074259298598
2PN,Taylor,4,2.0,14.0,10.0,25.4179495899763,2590,1462,success,,2000,5.1889429795829444e-05,0.03694255077948422,0.035911203545674356,-0.0037221210223439974,0.015839644158935684,0.0729056437549544
2PN,Taylor,4,3.0,14.0,10.0,25.4179495899763,2590,1462,success,,2000,4.850210587297651e-05,0.033632896791937476,0.032674158259708534,-0.003362539703771513,0.014515683227740439,0.06635555715751898
2PN,Taylor,4,4.0,14.0,10.0,25.4179495899763,2590,1462,success,,2000,4.533838012196591e-05,0.03062132680524773,0.02973132338299614,-0.0030383868209404143,0.013301902164892354,0.06039798856836584
2PN,Taylor,2,1.0,15.0,10.0,25.4179495899763,2291,1761,success,,2000,0.05842348798201813,0.4330514609029201,0.4296241896678809,-0.06770725408030737,0.1981098806922148,0.9210991385528191
2PN,Taylor,2,2.0,15.0,10.0,25.4179495899763,2291,1761,success,,2000,0.055467890831990226,0.4019241583337636,0.3976701071856222,-0.062126756085615985,0.18509868528350992,0.8550621563513761
2PN,Taylor,2,3.0,15.0,10.0,25.4179495899763,2291,1761,success,,2000,0.05266401865066054,0.3730420958059094,0.3681651524898485,-0.05703002632037827,0.1729361183865521,0.7938712669464185
2PN,Taylor,2,4.0,15.0,10.0,25.4179495899763,2291,1761,success,,2000,0.0499962964931803,0.34616472877820204,0.3408334757519107,-0.0523592415280442,0.16153417882522092,0.736994501023293
2PN,Taylor,3,1.0,15.0,10.0,25.4179495899763,2291,1761,success,,2000,0.004071228815417937,0.14140031639055176,0.13174030961188013,0.018676228677769174,0.06963774008289825,0.2772118548178498
2PN,Taylor,3,2.0,15.0,10.0,25.4179495899763,2291,1761,success,,2000,0.003858342639255633,0.1317129782486323,0.12272191850217143,0.017273082750456074,0.06535638619260808,0.2582932393900593
2PN,Taylor,3,3.0,15.0,10.0,25.4179495899763,2291,1761,success,,2000,0.0036568150249698733,0.12269653980332013,0.11432536396689458,0.01597865823118089,0.06133136255522764,0.24067871879518457
2PN,Taylor,3,4.0,15.0,10.0,25.4179495899763,2291,1761,success,,2000,0.0034658708785416286,0.1142971351935672,0.10650112561003615,0.014783214285778331,0.05754502905167769,0.22426413168214498
2PN,Taylor,4,1.0,15.0,10.0,25.4179495899763,2291,1761,success,,2000,6.14378358401816e-05,0.04746623371311301,0.04461497304611607,-0.005718076468652904,0.026777472441276373,0.09214264459506927
2PN,Taylor,4,2.0,15.0,10.0,25.4179495899763,2291,1761,success,,2000,5.85297161771913e-05,0.044297045746106614,0.04161118974398418,-0.005303526051948831,0.02510837535558963,0.08596676520626798
2PN,Taylor,4,3.0,15.0,10.0,25.4179495899763,2291,1761,success,,2000,5.5761494913439546e-05,0.04134132282116802,0.0388123468533411,-0.0049198391153966485,0.023543417499938712,0.08020943116942256
2PN,Taylor,4,4.0,15.0,10.0,25.4179495899763,2291,1761,success,,2000,5.312562469344695e-05,0.038583826107083684,0.036203536392174045,-0.004564542015269027,0.022075706663670758,0.07484048812395117
